run_ts,processed_at,lat_ms,mode,freq_mhz,snr_sp_raw,rel_sp_float,snr_lp_raw,rel_lp_float,bw_correction,source_bw_hz,mode_bw_hz,path_km_sp,path_km_lp,engine,foF2,MUFD,noise_floor_dbw,tx_power_w,ant_tx,ant_rx,dropped_sp,dropped_lp
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,455,CW,14.029,6,84,0,0,0,,250,7502.406231,32572.593769,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,535,CW,14.029,10,86,-18,0,0,,250,9575.660584,30499.339416,ITURHFProp,,,,100,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,538,CW,14.029,-9,22,-4,63,0,,250,14045.943318,26029.056682,ITURHFProp,,,,100,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,425,CW,14.029,6,83,0,0,0,,250,5466.858824,34608.141176,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,488,CW,14.029,7,85,0,0,0,,250,6743.766614,33331.233386,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,329,CW,14.029,-12,9,0,0,0,,250,6972.219568,33102.780432,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,416,CW,14.029,37,100,0,0,0,,250,3781.991347,36293.008653,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,467,CW,14.029,-20,0,2,78,0,,250,15635.382987,24439.617013,ITURHFProp,,,,100,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,496,CW,14.029,18,94,-17,0,0,,250,14455.679674,25619.320326,ITURHFProp,,,,100,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:55Z,463,CW,14.029,-1,69,-12,7,0,,250,12034.543724,28040.456276,ITURHFProp,,,,100,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,418,CW,14.029,22,100,-17,0,0,,250,12339.655731,27735.344269,ITURHFProp,,,,100,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,356,CW,14.029,12,90,0,0,0,,250,7679.273634,32395.726366,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,361,CW,14.029,42,100,0,0,0,,250,2915.057362,37159.942638,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,389,CW,14.029,4,81,0,0,0,,250,6388.986613,33686.013387,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,325,CW,14.029,28,100,0,0,0,,250,5781.979815,34293.020185,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,463,CW,14.029,-8,27,-14,0,0,,250,11589.534385,28485.465615,ITURHFProp,,,,100,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,694,FT8,21.074,-35,0,0,0,0,,50,7965.796016,32109.203984,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,722,FT8,21.074,55,100,47,100,0,,50,13816.764684,26258.235316,ITURHFProp,,,,50,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,744,FT8,21.074,18,100,42,100,0,,50,11533.047458,28541.952542,ITURHFProp,,,,50,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,224,FT8,21.074,-36,0,0,0,0,,50,7955.539439,32119.460561,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,248,FT8,21.074,60,100,0,0,0,,50,1899.499104,38175.500896,ITURHFProp,,,,50,,,,lp_selective_blocked
