run_ts,processed_at,lat_ms,mode,freq_mhz,snr_sp_raw,rel_sp_float,snr_lp_raw,rel_lp_float,bw_correction,source_bw_hz,mode_bw_hz,path_km_sp,path_km_lp,engine,foF2,MUFD,noise_floor_dbw,tx_power_w,ant_tx,ant_rx,dropped_sp,dropped_lp
2025-09-10T17:31:00Z,2025-09-10T17:31:05Z,214,SSB,7.102,56,100,0,0,0,2400,2400,411.76565,39663.23435,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:31:00Z,2025-09-10T17:31:05Z,233,SSB,7.102,38,100,0,0,0,2400,2400,1533.122335,38541.877665,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:31:00Z,2025-09-10T17:31:18Z,44,CW,7.011,40,100,0,0,0,250,250,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:31:00Z,2025-09-10T17:31:18Z,227,CW,7.011,20,100,0,0,0,250,250,3830.680669,36244.319331,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:31:00Z,2025-09-10T17:31:28Z,212,FT8,14.0767,-100,12,0,0,0,50,50,1499.25766,38575.74234,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:31:00Z,2025-09-10T17:31:28Z,223,FT8,14.0767,56,100,0,0,0,50,50,2036.619976,38038.380024,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:31:00Z,2025-09-10T17:31:34Z,372,FT8,21.074,48,100,51,100,0,50,50,9862.142131,30212.857869,ITURHFProp,,,,50,,,,
2025-09-10T17:31:00Z,2025-09-10T17:31:34Z,402,FT8,21.074,44,100,51,100,0,50,50,11688.374624,28386.625376,ITURHFProp,,,,50,,,,
2025-09-10T17:32:00Z,2025-09-10T17:32:11Z,38,CW,7.036,40,100,0,0,0,250,250,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:12Z,222,CW,7.036,41,100,0,0,0,250,250,1966.116567,38108.883433,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:15Z,58,SSB,7.182,40,100,0,0,0,2400,2400,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:15Z,204,SSB,7.182,56,100,0,0,0,2400,2400,664.9425,39410.0575,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:18Z,206,SSB,14.1751,23,83,0,0,0,2400,2400,3090.095924,36984.904076,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:18Z,206,SSB,14.1751,34,94,0,0,0,2400,2400,1348.638647,38726.361353,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:22Z,44,SSB,7.188,40,100,0,0,0,2400,2400,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:22Z,195,SSB,7.188,39,100,0,0,0,2400,2400,1294.90724,38780.09276,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:24Z,273,SSB,18.143,35,95,0,0,0,2400,2400,1699.183722,38375.816278,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:24Z,283,SSB,18.143,42,100,0,0,0,2400,2400,2237.229086,37837.770914,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:26Z,190,SSB,3.613,48,100,0,0,0,2400,2400,277.921153,39797.078847,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:26Z,262,SSB,3.613,-47,0,0,0,0,2400,2400,2813.356948,37261.643052,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:27Z,215,SSB,28.366,-8,0,0,0,0,2400,2400,5249.485675,34825.514325,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:27Z,233,SSB,28.366,-27,20,0,0,0,2400,2400,4016.555009,36058.444991,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:40Z,202,SSB,7.158,55,100,0,0,0,2400,2400,286.930521,39788.069479,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:40Z,251,SSB,7.158,15,63,0,0,0,2400,2400,3595.610356,36479.389644,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:50Z,211,SSB,7.136,58,100,0,0,0,2400,2400,523.19685,39551.80315,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:32:00Z,2025-09-10T17:32:50Z,217,SSB,7.136,37,100,0,0,0,2400,2400,1558.27616,38516.72384,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:11Z,223,CW,28.0425,-20,20,0,0,0,250,250,6884.032327,33190.967673,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:11Z,228,CW,28.0425,6,87,0,0,0,250,250,6094.51287,33980.48713,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:18Z,221,SSB,28.366,-3,0,0,0,0,2400,2400,5740.651806,34334.348194,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:18Z,251,SSB,28.366,-16,20,0,0,0,2400,2400,3711.960563,36363.039437,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:21Z,200,FT8,10.1384,-100,0,0,0,0,50,50,2031.987119,38043.012881,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:21Z,206,FT8,10.1384,-100,20,0,0,0,50,50,1400.64195,38674.35805,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:30Z,211,FT8,14.0764,54,100,0,0,0,50,50,2074.498674,38000.501326,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:30Z,210,FT8,14.0764,-100,20,0,0,0,50,50,6978.644056,33096.355944,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:50Z,220,SSB,7.136,58,100,0,0,0,2400,2400,523.19685,39551.80315,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:50Z,230,SSB,7.136,37,100,0,0,0,2400,2400,1558.27616,38516.72384,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:57Z,35,RTTY,7.045,20,100,0,0,0,250,250,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:33:00Z,2025-09-10T17:33:57Z,245,RTTY,7.045,-100,12,0,0,0,250,250,1140.152223,38934.847777,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:34:00Z,2025-09-10T17:34:46Z,216,FT8,14.074,-100,20,0,0,0,50,50,1773.81251,38301.18749,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:34:00Z,2025-09-10T17:34:46Z,234,FT8,14.074,-100,0,0,0,0,50,50,2355.527271,37719.472729,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:34:00Z,2025-09-10T17:34:50Z,202,SSB,7.102,56,100,0,0,0,2400,2400,411.76565,39663.23435,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:34:00Z,2025-09-10T17:34:50Z,204,SSB,7.102,38,100,0,0,0,2400,2400,1533.122335,38541.877665,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:05Z,36,SSB,7.131,40,100,0,0,0,2400,2400,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:05Z,240,SSB,7.131,53,100,0,0,0,2400,2400,372.825198,39702.174802,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:12Z,206,SSB,7.175,57,100,0,0,0,2400,2400,989.024179,39085.975821,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:12Z,208,SSB,7.175,14,59,0,0,0,2400,2400,3663.480652,36411.519348,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:22Z,50,SSB,14.28,40,100,0,0,0,2400,2400,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:22Z,225,SSB,14.28,38,98,0,0,0,2400,2400,1294.90724,38780.09276,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:35Z,205,CW,14.047,39,100,0,0,0,250,250,1978.792276,38096.207724,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:36Z,380,CW,14.047,-6,53,-1,73,0,250,250,9002.527306,31072.472694,ITURHFProp,,,,100,,,,
2025-09-10T17:35:00Z,2025-09-10T17:35:38Z,231,FT8,21.0756,-21,28,0,0,0,50,50,7843.550163,32231.449837,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:38Z,381,FT8,21.0756,47,100,49,100,0,50,50,12304.43982,27770.56018,ITURHFProp,,,,50,,,,
2025-09-10T17:35:00Z,2025-09-10T17:35:38Z,219,CW,21.033,51,100,0,0,0,250,250,1978.792276,38096.207724,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:38Z,434,CW,21.033,31,100,42,100,0,250,250,9002.527306,31072.472694,ITURHFProp,,,,100,,,,
2025-09-10T17:35:00Z,2025-09-10T17:35:43Z,48,CW,3.521,40,100,0,0,0,250,250,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:43Z,202,CW,3.521,-23,0,0,0,0,250,250,1966.116567,38108.883433,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:44Z,386,FT8,28.074,28,100,18,100,0,50,50,14921.032257,25153.967743,ITURHFProp,,,,50,,,,
2025-09-10T17:35:00Z,2025-09-10T17:35:44Z,399,FT8,28.074,33,100,32,100,0,50,50,10972.064884,29102.935116,ITURHFProp,,,,50,,,,
2025-09-10T17:35:00Z,2025-09-10T17:35:52Z,201,FT8,10.1386,-100,20,0,0,0,50,50,1379.743149,38695.256851,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:35:00Z,2025-09-10T17:35:52Z,206,FT8,10.1386,-100,0,0,0,0,50,50,2079.295726,37995.704274,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:01Z,213,SSB,7.088,41,100,0,0,0,2400,2400,1218.382071,38856.617929,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:01Z,215,SSB,7.088,59,100,0,0,0,2400,2400,602.389241,39472.610759,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:18Z,274,SSB,7.158,15,63,0,0,0,2400,2400,3595.610356,36479.389644,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:18Z,274,SSB,7.158,60,100,0,0,0,2400,2400,1011.013634,39063.986366,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:20Z,199,SSB,7.175,56,100,0,0,0,2400,2400,261.134129,39813.865871,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:20Z,220,SSB,7.175,14,59,0,0,0,2400,2400,3663.480652,36411.519348,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:33Z,199,SSB,14.31,-14,0,0,0,0,2400,2400,8006.029283,32068.970717,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:33Z,202,SSB,14.31,21,79,0,0,0,2400,2400,2638.341872,37436.658128,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:50Z,33,SSB,5.404,40,100,0,0,0,2400,2400,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:36:00Z,2025-09-10T17:36:50Z,199,SSB,5.404,13,55,0,0,0,2400,2400,1841.263771,38233.736229,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:37:00Z,2025-09-10T17:37:05Z,198,SSB,7.131,53,100,0,0,0,2400,2400,372.825198,39702.174802,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:37:00Z,2025-09-10T17:37:05Z,200,SSB,7.131,53,100,0,0,0,2400,2400,372.825198,39702.174802,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:37:00Z,2025-09-10T17:37:30Z,208,FT8,14.0764,-100,12,0,0,0,50,50,1499.25766,38575.74234,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:37:00Z,2025-09-10T17:37:30Z,210,FT8,14.0764,-100,20,0,0,0,50,50,6702.800586,33372.199414,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:37:00Z,2025-09-10T17:37:47Z,238,FT8,21.074,25,100,0,0,0,50,50,8931.187326,31143.812674,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:37:00Z,2025-09-10T17:37:48Z,399,FT8,21.074,54,100,53,100,0,50,50,10043.906625,30031.093375,ITURHFProp,,,,50,,,,
2025-09-10T17:38:00Z,2025-09-10T17:38:01Z,215,FT8,28.074,-100,0,0,0,0,50,50,3750.631008,36324.368992,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:01Z,240,FT8,28.074,-100,20,0,0,0,50,50,6177.848266,33897.151734,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:06Z,205,SSB,21.355,31,91,0,0,0,2400,2400,3711.960563,36363.039437,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:06Z,370,SSB,21.355,21,73,32,95,0,2400,2400,9002.527306,31072.472694,ITURHFProp,,,,100,,,,
2025-09-10T17:38:00Z,2025-09-10T17:38:10Z,229,SSB,7.136,38,100,0,0,0,2400,2400,1558.27616,38516.72384,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:10Z,242,SSB,7.136,-19,0,0,0,0,2400,2400,6656.18323,33418.81677,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:10Z,254,SSB,7.136,55,100,0,0,0,2400,2400,343.189349,39731.810651,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:27Z,214,SSB,7.098,55,100,0,0,0,2400,2400,343.189349,39731.810651,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:27Z,219,SSB,7.098,38,100,0,0,0,2400,2400,1558.27616,38516.72384,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:27Z,236,SSB,7.098,-19,0,0,0,0,2400,2400,6656.18323,33418.81677,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:33Z,208,SSB,21.357,37,98,0,0,0,2400,2400,6094.51287,33980.48713,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:33Z,230,SSB,21.357,26,86,0,0,0,2400,2400,3379.093279,36695.906721,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:33Z,234,SSB,21.357,20,83,0,0,0,2400,2400,867.020104,39207.979896,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:44Z,244,FT8,18.1011,39,100,0,0,0,50,50,8424.101321,31650.898679,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:38:00Z,2025-09-10T17:38:44Z,410,FT8,18.1011,24,100,40,100,0,50,50,13367.572085,26707.427915,ITURHFProp,,,,50,,,,
2025-09-10T17:38:00Z,2025-09-10T17:38:44Z,417,FT8,18.1011,26,100,39,100,0,50,50,12824.479783,27250.520217,ITURHFProp,,,,50,,,,
2025-09-10T17:39:00Z,2025-09-10T17:39:21Z,213,SSB,7.185,39,100,0,0,0,2400,2400,2117.197384,37957.802616,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:21Z,214,SSB,7.185,29,91,0,0,0,2400,2400,2313.626795,37761.373205,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:21Z,209,SSB,7.185,-28,0,0,0,0,2400,2400,7327.115943,32747.884057,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:35Z,212,SSB,7.098,59,100,0,0,0,2400,2400,523.19685,39551.80315,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:35Z,222,SSB,7.098,38,100,0,0,0,2400,2400,1558.27616,38516.72384,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:35Z,243,SSB,7.098,-19,0,0,0,0,2400,2400,6656.18323,33418.81677,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:45Z,206,CW,3.526,-56,0,0,0,0,250,250,3595.610356,36479.389644,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:45Z,216,CW,3.526,39,100,0,0,0,250,250,1117.69347,38957.30653,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:45Z,214,CW,3.526,-74,0,0,0,0,250,250,7455.014858,32619.985142,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:47Z,383,FT8,28.074,30,100,20,100,0,50,50,12144.272018,27930.727982,ITURHFProp,,,,50,,,,
2025-09-10T17:39:00Z,2025-09-10T17:39:47Z,387,FT8,28.074,37,100,30,100,0,50,50,11702.071955,28372.928045,ITURHFProp,,,,50,,,,
2025-09-10T17:39:00Z,2025-09-10T17:39:47Z,395,FT8,28.074,34,100,28,100,0,50,50,11382.748837,28692.251163,ITURHFProp,,,,50,,,,
2025-09-10T17:39:00Z,2025-09-10T17:39:53Z,215,FT8,10.1376,-100,12,0,0,0,50,50,1499.25766,38575.74234,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:53Z,216,FT8,10.1376,20,100,0,0,0,50,50,5947.360541,34127.639459,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:39:00Z,2025-09-10T17:39:53Z,239,FT8,10.1376,-100,20,0,0,0,50,50,2036.619976,38038.380024,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:06Z,233,SSB,28.366,-17,20,0,0,0,2400,2400,3871.119177,36203.880823,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:06Z,222,SSB,28.366,-4,0,0,0,0,2400,2400,5539.357702,34535.642298,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:06Z,244,SSB,28.366,20,81,0,0,0,2400,2400,371.671639,39703.328361,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:11Z,223,FT4,14.08,49,100,0,0,0,90,90,2070.96846,38004.03154,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:11Z,226,FT4,14.08,-9,60,0,0,0,90,90,7195.280638,32879.719362,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:11Z,264,FT4,14.08,-10,59,0,0,0,90,90,7060.703159,33014.296841,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:21Z,243,SSB,14.274,40,99,0,0,0,2400,2400,1277.777195,38797.222805,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:21Z,263,SSB,14.274,37,97,0,0,0,2400,2400,1137.36056,38937.63944,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:21Z,265,SSB,14.274,-10,0,0,0,0,2400,2400,6389.39607,33685.60393,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:32Z,187,SSB,28.366,-27,20,0,0,0,2400,2400,4016.555009,36058.444991,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:32Z,217,SSB,28.366,-27,0,0,0,0,2400,2400,4016.555009,36058.444991,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:32Z,357,SSB,28.366,-10,0,11,27,0,2400,2400,9002.527306,31072.472694,ITURHFProp,,,,100,,,,
2025-09-10T17:40:00Z,2025-09-10T17:40:46Z,198,SSB,14.2803,22,81,0,0,0,2400,2400,3711.960563,36363.039437,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:46Z,201,SSB,14.2803,10,23,0,0,0,2400,2400,4016.555009,36058.444991,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:40:00Z,2025-09-10T17:40:46Z,380,SSB,14.2803,-15,0,-10,0,0,2400,2400,9002.527306,31072.472694,ITURHFProp,,,,100,,,,
2025-09-10T17:41:00Z,2025-09-10T17:41:05Z,204,SSB,7.102,-17,0,0,0,0,2400,2400,6533.65233,33541.34767,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:05Z,222,SSB,7.102,57,100,0,0,0,2400,2400,411.76565,39663.23435,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:05Z,228,SSB,7.102,39,100,0,0,0,2400,2400,1533.122335,38541.877665,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:11Z,216,FT8,21.074,-100,0,0,0,0,50,50,5673.353444,34401.646556,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:11Z,244,FT8,21.074,27,100,0,0,0,50,50,716.353276,39358.646724,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:11Z,256,FT8,21.074,36,100,0,0,0,50,50,1243.011168,38831.988832,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:14Z,203,CW,14.047,21,100,0,0,0,250,250,4016.555009,36058.444991,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:14Z,230,CW,14.047,13,95,0,0,0,250,250,4876.872242,35198.127758,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:14Z,412,CW,14.047,-6,53,-1,73,0,250,250,9002.527306,31072.472694,ITURHFProp,,,,100,,,,
2025-09-10T17:41:00Z,2025-09-10T17:41:32Z,203,SSB,7.093,55,100,0,0,0,2400,2400,672.569826,39402.430174,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:32Z,216,SSB,7.093,-12,0,0,0,0,2400,2400,5638.547394,34436.452606,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:32Z,239,SSB,7.093,55,100,0,0,0,2400,2400,672.569826,39402.430174,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:40Z,54,SSB,14.19,40,100,0,0,0,2400,2400,0,40075,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:40Z,183,SSB,14.19,39,100,0,0,0,2400,2400,2238.38268,37836.61732,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-10T17:41:00Z,2025-09-10T17:41:40Z,195,SSB,14.19,-10,0,0,0,0,2400,2400,6859.332599,33215.667401,ITURHFProp,,,,100,,,,lp_selective_blocked
